source,enriched_description
../training_data_raw/components_material_design/Input_Chip_+_Icon_[disabled].svg,"Size: 135.00 x 32.00
Colors: #1.00c1.00b1.00f, #fffbfe
Shapes: Rectangles, paths
Elements: Clip paths, use, text
Strokes: 2.00
Text: ""Input Disabled""
Keywords: SVG, fill, viewBox, clipPath, opacity, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size."
../training_data_raw/components_material_design/1_Line_Avatar_List_+_Control.svg,"Size: 360x56, Colors: #fffbfe, #6750.00a4.00, #fff, #1.00c1.00b1.00f, #eaddff, Shapes: rectangle, path, text, Elements: avatar, headline, Control, Strokes: none, Text: Roboto, 16.00px, 400.00, 500.00, letter-spacing."
../training_data_raw/components_material_design/Double_Continuous_Slider.svg,"Size: 320x20, Colors: #e7.00e0.00ec, #6750.00a4.00, Shapes: rect, ellipse, path, Elements: sliders, filters, clip paths, Strokes: none, Text: none."
../training_data_raw/components_material_design/Docked_Search_View_+_Quick_Results.svg,"Docked, Search View, Quick Results, size, colors, shapes, elements, strokes, text, peanut, recipes."
../training_data_raw/components_material_design/Linear_25%_Progress_Indicator.svg,"Size: 320x4, Colors: #e700e0, #00ec, #6750a4, Shapes: rectangle, Elements: clipPath, g, path, Strokes: none, Text: none."
../training_data_raw/components_material_design/Filled_Text_Field_+_Trailing_Icon_[focused].svg,"Size: 340x56, Colors: #e700e0ec, #6750a4, #49454e, #1c1b1f, Shapes: rectangle, path, text, Elements: clipPath, viewBox, g, Strokes: none, Text: Roboto, 16px, 12px, fill, lengthAdjust, letter-spacing, dominant-baseline, white-space."
../training_data_raw/components_material_design/Bottom_App_Bar_+_FAB.svg,"Size: 390x80, Colors: #fffbfe, #6750.00a4, #eaddff, #21005.00e, #0.00, Shapes: rectangles, circles, paths, Elements: Bottom App Bar, FAB, Strokes: none, Text: none."
../training_data_raw/components_material_design/1_Line_Img_List_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #e7.00e0.00ec, #c4.00c7.00c5.00, #1.00c1.00b1.00f, #49454.00e, Shapes: rectangle, ellipse, path, text, Elements: clipPath, defs, use, g, Strokes: 4.00, 2.00, Text: ""Headline"", Font: Roboto, Font size: 16.00px, Letter spacing: .4.00px."
../training_data_raw/components_material_design/Assist_Chip_+_Icon_[disabled].svg,"Size: 147x32, Colors: #1.00c1.00b1.00f, Shapes: Rectangular with rounded corners, Elements: Chip icon, Text, Strokes: 2.00, Text: ""Assist Disabled"", Keywords: Assist_Chip_+_Icon_[disabled], clipPath, viewBox, opacity, fill, stroke-width, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size."
../training_data_raw/components_material_design/Single-line_Snackbar_+_Action_+_Close.svg,"Size: 327x48, Colors: #313033, #6750a4, #49454e, #d0bcff, #f4eff4, Shapes: rectangle, rounded corners, text box, Elements: close icon, action text, message text, Strokes: none, Text: Roboto font, 14px, bold and regular weights, letter-spacing."
../training_data_raw/components_material_design/1_Line_Avatar_List_+_Control_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, circle, rounded rectangle, Elements: avatar, text, Strokes: none, Text: ""Headline"", Font: Roboto, Font size: 16px."
../training_data_raw/components_material_design/Large_Badge.svg,"Size: 16.00x16.00, Colors: #b3261.00e, Shapes: rectangle with rounded corners, Elements: clipPath, g, text, Strokes: none, Text: ""1.00"", Font: Roboto, Font size: 11.00px, Letter spacing: 5.00px."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Prefix_[populated_disabled].svg,"Outlined text field, prefix, populated, disabled, size 124x56, rounded corners, stroke width 2, stroke color #1c1b1f, text color #1c1b1f, text font Roboto, text size 12px, text alignment left, prefix symbol $, prefix position left, prefix color #1c1b1f, label text, label position center, label color #1c1b1f, label opacity 0.38."
../training_data_raw/components_material_design/Navigation_Bar_4_Items_+_Labels.svg,"Size: 390x80, Colors: #fffbfe, #6750a4, #e800de, #b32610, #49454e, Shapes: rectangles, ellipses, paths, Elements: navigation bar, labels, icons, Strokes: none, Text: ""Settings"", ""Cart"", ""Contribute"", ""Home"", font-family: Roboto, font-size: 11px, font-weight: 500."
../training_data_raw/components_material_design/Checkbox_[selected_error].svg,"Size: 18.00
Colors: #b3261.00e, #fff
Shapes: rectangle, path
Elements: checkbox, clipPath
Strokes: none
Text: none"
../training_data_raw/components_material_design/2_Lines_Avatar_List_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, circle, Elements: avatar, text, Strokes: none, Text: Roboto font, 2 lines, supporting text, headline, letter-spacing."
../training_data_raw/components_material_design/2_Lines_List.svg,"Size: 360x72, Colors: #fffbfe, #49454.00e, #1.00c1.00b1.00f, Shapes: rectangle, path, Text: short supporting text, headline, Elements: clipPath, viewBox, fill, lengthAdjust, style, Strokes: none."
../training_data_raw/components_material_design/Action_Outlined_Card.svg,"Size: 280x160, Rectangular shape, Rounded corners, Stroke width: 2, Colors: #fffbfe, #79747.00e, #6750.00a4.00, Text: Roboto font, Headline, Supporting Text, Action, Text color: #0.00, #fff, Text size: 12px, 14px, 16px, Text length adjust: spacingAndGlyphs, Letter spacing: 0.1px, 0.4px, Elements: Clip paths, Masks, Use, Rect."
../training_data_raw/components_material_design/Navigation_Rail_No_Header.svg,"size: 80x720, colors: #fffbfe, #e8.00def8.00, #49454.00e, #b3261.00e, #1.00c1.00b1.00f, shapes: rectangles, circles, paths, text, elements: navigation items (Specials, Favorites, Products, Cart), strokes: none, text: Roboto font, various sizes and colors."
../training_data_raw/components_material_design/Settings_Menu_Item.svg,"Size: 78x52, Colors: #49454.00e, #b3261.00e, Shapes: rectangle, ellipse, Elements: text, path, g, Strokes: none, Text: ""Settings"", font-family: Roboto, font-size: 12.00px, font-weight: 500.00, letter-spacing: 5.00px."
../training_data_raw/components_material_design/1_Line_Option_List_+_Control_[disabled].svg,"Size: 360x56, 
Colors: #fffbfe, #1.00c1.00b1.00f, 
Shapes: rectangle, circle, 
Elements: text, clipPath, use, 
Strokes: 4.00, 
Text: Headline, 100.00+, 
Keywords: disabled, viewBox, clipPath, opacity, fill, stroke-width, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size."
../training_data_raw/components_material_design/Input_Chip_+_Close_[disabled].svg,"Size: 135.00 x 32.00, Colors: #1.00c1.00b1.00f, #fffbfe, Shapes: Rectangles, Elements: ClipPath, Use, Path, Text, Strokes: 2.00, Text: ""Input Disabled"", Font: Roboto, FontWeight: 500.00, FontSize: 14.00px."
../training_data_raw/components_material_design/Outlined_Text_Field_+_LeadingTrailing_Icon_[error].svg,"Outlined text field, leading/trailing icon, error, size 340x56, rectangular shape, rounded corners, stroke width 2, color #b3261.00e, supporting text, label text, Roboto font, font size 12/16, letter spacing 0.4, fill color #b3261.00e/#49454.00e."
../training_data_raw/components_material_design/3_Lines_Icon_List_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, text box, Elements: lines, text, Strokes: none, Text: supporting text, headline, Roboto font, multiple lines, dominant-baseline, textLength, lengthAdjust, letter-spacing, white-space."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Leading_Icon_[disabled].svg,"Outlined text field, leading icon, disabled, SVG, fill, viewBox, clipPath, path, opacity, stroke-width, stroke, text, x, y, textLength, lengthAdjust, dominant-baseline, font-family, letter-spacing, font-weight, white-space, font-size, label text, icon path, size, colors, shapes, elements, strokes."
../training_data_raw/components_material_design/Surface_FAB_Extended.svg,"Size: 163x56, Colors: #fffbfe, #6750.00a4.00, Shapes: rectangle, rounded rectangle, Elements: text, FAB icon, Strokes: none, Text: ""Extended FAB"", Font: Roboto, Font weight: 500, Font size: 14, Letter spacing: 0.4px."
../training_data_raw/components_material_design/Elevated_Medium_Top_App_Bar.svg,"Size: 390x112, Colors: #fffbfe, #6750.00a4, #1.00c1.00b1.00f, Shapes: rectangle, rounded corners, Elements: top app bar, text, icon, Strokes: none, Text: ""Medium Top Bar"", Font: Roboto, Font size: 24px."
../training_data_raw/components_material_design/Contribute_Menu_Button.svg,"Size: 78.00 x 52.00, Colors: #49454.00e, Shapes: path, text, Elements: g, LengthAdjust, Strokes: none, Text: Contribute, Keywords: button, menu, contribute, text, path, fill, viewBox, dominant-baseline, letter-spacing, font-family, font-size."
../training_data_raw/components_material_design/Secondary_Tab_+_Icon.svg,"Size: 360x64, Colors: #fffbfe, #e7.00e0.00ec, #49454.00e, #6750.00a4, Shapes: rectangle, path, text, Elements: clipPath, use, defs, Strokes: 2.00, Text: ""Archived"", ""Albums"", ""Screenshots""."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Support_Content_[disabled].svg,"Outlined text field, support content, disabled, size 340x56, rectangle shape, rounded corners, stroke width 2, stroke color #1c1b1f, text color #1c1b1f, supporting text, label text, text length adjust, clip paths, opacity."
../training_data_raw/components_material_design/Elevated_Small_Top_App_Bar.svg,"Size: 390x64, Elevated, Small, Top, Bar
Colors: #fffbfe, #6750.00a4.00, #49454.00e, #1.00c1.00b1.00f
Shapes: Rectangles, Paths
Elements: Text, Arrow
Strokes: None
Text: ""Small Top Bar"", Roboto, 22.00px, White-space: pre"
../training_data_raw/components_material_design/Menu_Search_Bar_+_Action_+_Avatar.svg,"Size: 360x56, Colors: #fffbfe, #6750.00a4, #49454.00e, Shapes: rectangle, circle, path, Elements: search bar, action button, avatar, Strokes: none, Text: hinted text, Roboto font, 16.00px, letter-spacing: .4.00px."
../training_data_raw/components_material_design/Outlined_Text_Field_+_LeadingTrailing_Icon_[focused_error].svg,"Outlined text field, leading/trailing icon, focused error, rectangular shape, rounded corners, clip path, stroke width, supporting text, label text, Roboto font, color scheme."
../training_data_raw/components_material_design/1_Line_Avatar_List.svg,"Size: 360x56, 
Colors: #fffbfe, #eaddff, #1.00c1.00b1.00f, #21005.00e, 
Shapes: rectangle, path, 
Elements: clipPath, defs, g, text, 
Strokes: none, 
Text: ""Headline"", ""A"", 
Attributes: viewBox, clip-path, fill, rx, x, y, width, height, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size."
../training_data_raw/components_material_design/Card_Elevated_[disabled].svg,"Size: 180x120, Colors: #fffbfe, #6750a4, Shapes: rectangle, rounded corners, Elements: filter, clipPath, opacity, Strokes: none, Text: none."
../training_data_raw/components_material_design/Icon_Button_Filled_Toggle_[Selected].svg,"Size: 48.00
Colors: #6750.00a4.00, #fff
Shapes: rectangle, circle, path
Elements: clipPath, g, defs
Strokes: none
Text: none
Keywords: filled, toggle, selected, clip-path, viewBox, rx, width, height, fill, path, viewBox, clipPath, rect, g, defs, circle."
../training_data_raw/components_material_design/Secondary_Tab.svg,"Size: 360x48, Colors: #fffbfe, #e7.00e0.00ec, #6750.00a4.00, Shapes: paths, Text: ""Archived"", ""Albums"", ""Screenshots"", Elements: clipPath, use, stroke-width, stroke, opacity, lengthAdjust, dominant-baseline."
../training_data_raw/components_material_design/Icon_Button_Outlined_[Disabled].svg,"Outlined, disabled, icon button, 48x48, rectangle, rounded corners, stroke, blue (#1.00c1.00b1.00f), opacity, clip path, path, textless."
../training_data_raw/components_material_design/Graph_Filled_Card.svg,"Size: 180x180, Colors: #e700e0ec, #675000a4, Shapes: rectangle, path, text, Elements: clipPath, viewBox, fill, clip-rule, fill-rule, Strokes: none, Text: +22.00 of target, 537.00, Conversion."
../training_data_raw/components_material_design/2_Lines_Checkbox_List_+_Control_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, path, text, Elements: checkbox, text, Strokes: 4.00, Text: Roboto, 11.00px, 14.00px, 16.00px, 100.00+, Short supporting text, Headline."
../training_data_raw/components_material_design/2_Lines_Img_List.svg,"Size: 360x72, Colors: #fffbfe, #c4c7c5, #49454e, #1c1b1f, #e7e0ec, Shapes: lines, rectangles, circles, Elements: text, clipPath, path, use, Strokes: varying widths and colors, Text: headline and supporting text."
../training_data_raw/components_material_design/Button_Outlined.svg,"Size: 146x40, 
Colors: #0.00, #79747.00e, #6750.00a4.00, #fff, 
Shapes: rectangle, rounded corners, 
Elements: clipPath, mask, use, 
Strokes: 2.00, 
Text: Roboto, 14.00px, 500.00 weight, lengthAdjust, textLength, letterSpacing, white-space, pre, dominant-baseline, fill."
../training_data_raw/components_material_design/Filled_Text_Field_[disabled].svg,"Size: 340x56, Colors: #1.00c1.00b1.00f, Shapes: rectangle, clipPath, path, Elements: text, Strokes: none, Text: Label Text, Font: Roboto, Size: 16px, Opacity: 4.00%, .38.00%."
../training_data_raw/components_material_design/Icon_Button_Outlined_Toggle_[Selected].svg,"Outlined, Toggle, Selected, Icon, Button, Rectangular, Rounded corners, Purple, White, Arrow, Strokes, No text."
../training_data_raw/components_material_design/Button_Elevated_[disabled].svg,"Size: 146.01 x 40.00, 
Colors: #6750.00a4.00, #1.00c1.00b1.00f, 
Shapes: rectangle with rounded corners (rx=20.00), 
Elements: clipPath, defs, g, path, rect, text, 
Strokes: none, 
Text: ""Elevated Button"", 
Attributes: opacity="".12.00"", opacity="".38.00"", textLength=""98.49"", lengthAdjust=""spacingAndGlyphs"", style=""dominant-baseline:ideographic;text-transform:none;font-family:Roboto;letter-spacing:.1.00px;font-weight:500.00;white-space:pre;font-size:14.00px;fill:#1.00c1.00b1.00f""."
../training_data_raw/components_material_design/Two-line_Snackbar.svg,"Size: 206x68, Colors: #313033, #6750a4, Shapes: rectangle with rounded corners, Elements: text, Strokes: none, Text: two-line snackbar message, without action."
../training_data_raw/components_material_design/Segmented_Button_[no_icons].svg,"Size: 228x48, Colors: #79747.00e, Shapes: rectangles, Paths: clipPath, stroke, Text: Enabled, lengthAdjust, textLength."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Suffix_[focused_error].svg,"Outlined text field, suffix, focused error, rectangular shape, rounded corners, stroke, red color, supporting text, label text, Roboto font."
../training_data_raw/components_material_design/Linear_75%_Progress_Indicator.svg,"Linear, 75%, Progress Indicator, SVG, ViewBox, ClipPath, Path, Fill, Colors, Shapes."
../training_data_raw/components_material_design/1_Line_Img_List.svg,"Size: 360x56, Colors: #fffbfe, #c4c7c5, #1c1b1f, #49454e, Shapes: rectangle, circle, path, Elements: text, clipPath, defs, g, Strokes: 4px, Text: ""Headline"", Font: Roboto."
../training_data_raw/components_material_design/Button_Tonal_+_Icon.svg,"Size: 145.00,40.00
Colors: #e8.00def8.00, #1.00e192.00b
Shapes: Rect, Path, Text
Elements: ClipPath, ViewBox, Defs
Strokes: None
Text: Tonal Button
Keywords: Button, Tonal, Icon, Fill, ViewBox, ClipPath, Rect, Path, TextLength, LengthAdjust."
../training_data_raw/components_material_design/Icon_Button_Tonal_Toggle_[Unselected].svg,"Keywords: Icon, Button, Tonal, Toggle, Unselected, Size: 48x48, Colors: #e700e0ec, #49454.00e, Shapes: Rectangle, Path, Strokes: None, Text: None, Elements: Toggle switch, Arrow, Circle, Lines."
../training_data_raw/components_material_design/Icon_Button_Tonal_[Disabled].svg,"Size: 48.00
Colors: #1.00c1.00b1.00f
Shapes: rectangle, rounded corners
Elements: icon, button
Strokes: none
Text: none
Opacity: .12.00, .38.00
Disabled state: yes
Accessibility: none"
../training_data_raw/components_material_design/1_Line_Img_List_+_Control_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #e7.00e0.00ec, #1.00c1.00b1.00f, #c4.00c7.00c5.00, #49454.00e, Shapes: rectangle, circle, path, text, Elements: clipPath, defs, g, use, Strokes: 4.00, 2.00, Text: ""Headline"", Font: Roboto, Font-size: 16.00px."
../training_data_raw/components_material_design/Suggestion_Chip_+_Icon.svg,"Size: 177x32
Colors: #79747.00e, #49454.00e
Shapes: rectangle, rounded corners, text box, arrow
Elements: clipPath, use, path, rect, text
Strokes: 2.00
Text: ""Suggestion Enabled"", Roboto font, 14.00px, bold, letter-spacing: .1.00px
Keywords: chip, icon, suggestion, enabled, rectangle, rounded corners, arrow, clipPath, use, path, rect, text, stroke, Roboto font, bold, letter-spacing."
../training_data_raw/components_material_design/Small_Badge.svg,"Size: small, 6x6, 
Colors: #b3261, 
Shapes: circle, 
Elements: none, 
Strokes: none, 
Text: none."
../training_data_raw/components_material_design/Switch_On_[disabled].svg,"size: 52x32, colors: #1c1b1f, #ffbfe, shapes: rectangle, circle, elements: opacity, fill, strokes: none, text: none."
../training_data_raw/components_material_design/Button_Outlined_[disabled].svg,"Size: 146x40, 
Colors: #1.00c1.00b1.00f, opacity, 
Shapes: rectangle with rounded corners, 
Elements: text, 
Strokes: stroke color, 
Text: Roboto font, 14px font size, 500 font weight, letter spacing, length adjust, dominant baseline."
../training_data_raw/components_material_design/2_Lines_List_+_Control_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangles, paths, Elements: lines, text, Strokes: none, Text: Roboto font, Headline, Short supporting text."
../training_data_raw/components_material_design/Filled_Text_Field_+_Support_Content_[disabled].svg,"Size: 340x56, Colors: #1.00c1.00b1.00f, Shapes: rectangle, Elements: text, clipPath, path, Strokes: none, Text: Supporting Text, Label Text, 6.00/30.00, Font: Roboto, Attributes: fill, opacity, viewBox, dominant-baseline, textLength, lengthAdjust."
../training_data_raw/components_material_design/Navigation_Bar_5_Items.svg,"Size: 390x80, Colors: #fffbfe, #6750a4, #e800de, #b3261e, #49454e, Shapes: rectangles, ellipses, paths, Elements: navigation bar, text, Strokes: none, Text: ""1.00"""
../training_data_raw/components_material_design/Cart_Menu_Item.svg,"Size: 78x52, Colors: #b3261.00e, #49454.00e, #fff, Shapes: rectangle, path, text, Elements: cart, menu item, strokes, Text: ""Cart"", ""1.00"", Font: Roboto, Attributes: clip-path, viewBox, fill, lengthAdjust, dominant-baseline, letter-spacing, white-space."
../training_data_raw/components_material_design/Two-line_Snackbar_+_Action.svg,"Size: 275.01 x 68.00, Colors: #313033, #6750a4, Shapes: rectangle, clip path, path, Text: Roboto font, 14.00px, bold, white-space, lengthAdjust, dominant-baseline, letter-spacing, Elements: filter, feFlood, feColorMatrix, feOffset, feGaussianBlur, feBlend, Strokes: none."
../training_data_raw/components_material_design/Elevated_Assist_Chip_+_Icon_[disabled].svg,"Size: 145x32, Colors: #1.00c1.00b1.00f, Shapes: rectangle, rounded corners, Elements: assist chip, disabled icon, Strokes: none, Text: ""Assist Disabled"", Font: Roboto, Font size: 14px, Text color: #1.00c1.00b1.00f."
../training_data_raw/components_material_design/2_Lines_Avatar_List_+_Control.svg,"Size: 360x72, Colors: #fffbfe, #6750.00a4.00, #fff, #49454.00e, #1.00c1.00b1.00f, #eaddff, Shapes: rectangle, path, text, Elements: avatar, list, control, Strokes: none, Text: Roboto, short supporting text, headline, letter-spacing."
../training_data_raw/components_material_design/Secondary_FAB_Small.svg,"Size: 40.00
Colors: #e8.00def8.00, #6750.00a4.00, #1.00e192.00b
Shapes: rectangle, path
Elements: filter, clipPath, g
Strokes: none
Text: none"
../training_data_raw/components_material_design/Bottom_Sheet.svg,"Size: 390x180, Colors: #fffbfe, #6750a4, Shapes: rectangle, path, Elements: clipPath, g, Strokes: none, Text: none."
../training_data_raw/components_material_design/Small_FAB.svg,"Size: 40.00
Colors: #eaddff, #6750.00a4, #21005.00e
Shapes: rectangle, path
Elements: filter, clipPath, g
Strokes: none
Text: none"
../training_data_raw/components_material_design/Night_Mode_Scrim.svg,"Night mode, scrim, SVG, viewBox, clipPath, opacity, rectangle, black, transparent, no text."
../training_data_raw/components_material_design/Surface_FAB_Small.svg,"Size: 40.00 x 40.00, Colors: #fffbfe, #6750.00a4.00, Shapes: rectangle, path, Elements: filter, clipPath, g, Strokes: none, Text: none."
../training_data_raw/components_material_design/Filled_Text_Field_[populated_disabled].svg,"Size: 340x56, Colors: #1.00c1.00b1.00f, Shapes: rectangle, path, Text: ""Eli"" and ""Label Text"", Elements: clipPath, viewBox, opacity, fill, Strokes: none."
../training_data_raw/components_material_design/Two-line_Snackbar_+_Action_+_Close.svg,"Size: 303.01 x 68.00, Colors: #313033, #6750a4, #49454e, Shapes: rectangle, clipPath, path, text, Elements: Snackbar, Action, Close, Strokes: none, Text: Roboto, 14.00px, bold, white-space, pre, lengthAdjust, spacingAndGlyphs, dominant-baseline, fill."
../training_data_raw/components_material_design/Secondary_FAB_Large.svg,"Size: 96.00x96.00, Colors: #e8.00def8.00, #6750.00a4.00, Shapes: rectangle, circle, Elements: filter, clipPath, path, Strokes: none, Text: none."
../training_data_raw/components_material_design/Switch_On_+_Icon_[disabled].svg,"Size: 52.00 x 32.00, Colors: #1.00c1.00b1.00f, #fffbfe, Shapes: rect, ellipse, path, Elements: clipPath, g, Strokes: none, Text: none."
../training_data_raw/components_material_design/Filled_Text_Field_+_Trailing_Icon_[error].svg,"Filled text field, trailing icon, error, size, colors, shapes, elements, strokes, text, supporting text, label text."
../training_data_raw/components_material_design/Outlined_Text_Field_+_LeadingTrailing_Icon_[focused].svg,"Outlined text field, leading/trailing icon, focused state, rectangular shape, rounded corners, stroke width, stroke color, fill color, label text, Roboto font."
../training_data_raw/components_material_design/2_Lines_Icon_List_+_Control_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: Rectangles, Paths, Text, Elements: Lines, Icons, List, Control, Strokes: 4.00, Text: Roboto, Headline, Short supporting text."
../training_data_raw/components_material_design/Filled_Text_Field_+_Suffix_[focused_error].svg,"Size: 124x56, Colors: #e700e0ec, #b3261e, #49454e, #1c1b1f, Shapes: rectangle, path, Text: Supporting Text, Label Text, lbs, Strokes: none."
../training_data_raw/components_material_design/3_Lines_List_+_Control.svg,"Size: 360x88, Colors: #fffbfe, #6750.00a4.00, #fff, #1.00c1.00b1.00f, Shapes: rectangle, path, text, Elements: clipPath, viewBox, defs, g, Strokes: none, Text: supporting text, multiple lines, headline."
../training_data_raw/components_material_design/Surface_FAB_Large.svg,"Size: 96.00x96.00, Colors: #fffbfe, #6750.00a4.00, Shapes: rectangle, path, Elements: filter, clipPath, g, Strokes: none, Text: none."
../training_data_raw/components_material_design/2_Lines_Checkbox_List_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, path, text, Elements: checkbox, supporting text, headline, strokes, Text: Roboto font, Keywords: disabled, opacity, clip-path, viewBox, fill, stroke-width, lengthAdjust, dominant-baseline."
../training_data_raw/components_material_design/Outlined_Text_Field_[focused_error].svg,"Outlined text field, focused error, 340x56 size, red stroke color, rounded rectangle shape, supporting text, clip paths, white fill, Roboto font, label text."
../training_data_raw/components_material_design/3_Lines_List_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, path, Elements: text, Strokes: none, Text: supporting text, multiple lines, headline."
../training_data_raw/components_material_design/Filled_Text_Field_[focused].svg,"Size: 340x56, Colors: #e700e0ec, #6750a4, #1c1b1f, Shapes: rectangle, path, text, Elements: clipPath, viewBox, defs, g, Strokes: none, Text: Roboto font, 16px and 12px size, letter-spacing, dominant-baseline, lengthAdjust, fill."
../training_data_raw/components_material_design/Outlined_Text_Field.svg,"Outlined text field, SVG, fill, viewBox, clipPath, rect, rx, width, height, stroke-width, stroke, text, x, y, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size, fill."
../training_data_raw/components_material_design/Double_Continuous_Slider_[disabled].svg,"Size: 320x20, Shapes: rectangle, ellipse, circle, Elements: slider, disabled state, Strokes: none, Colors: #1c1b1f, opacity, Text: none."
../training_data_raw/components_material_design/Image_Filled_Card.svg,"Size: 280x190, Colors: #e7.00e0.00ec, #c4.00c7.00c5.00, #0.00, Shapes: rectangle, path, text, Elements: clipPath, viewBox, defs, Strokes: none, Text: subhead, headline, class."
../training_data_raw/components_material_design/Icon_Button_Outlined_Toggle_[Unselected].svg,"Outlined, toggle, unselected, 48x48, rectangle, rounded corners, stroke, #79747.00e, path, arrow, lines, dots, fill, #49454.00e."
../training_data_raw/components_material_design/Input_Filled_Chip_+_Close_[disabled].svg,"Size: 135.00 x 32.00
Colors: #1.00c1.00b1.00f
Shapes: Rect, Path
Elements: ClipPath, G
Strokes: None
Text: ""Input Disabled""
Keywords: SVG, fill, viewBox, clipPath, opacity, rx, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size."
../training_data_raw/components_material_design/1_Line_List_+_Control_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, clip paths, Elements: text, path, rect, Strokes: none, Text: ""Headline"", Font: Roboto, Font size: 16px."
../training_data_raw/components_material_design/Filled_Suggestion_Chip_+_Icon_[disabled].svg,"Size: 178.00 x 32.00
Colors: #1.00c1.00b1.00f (light blue)
Shapes: rectangle with rounded corners (rx=8.00)
Elements: text, icon (disabled suggestion chip)
Strokes: none
Text: ""Suggestion Disabled""
Keywords: disabled, suggestion chip, light blue, rounded rectangle, text, icon."
../training_data_raw/components_material_design/2_Lines_Icon_List_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, text, Elements: 2 lines icon, supporting text, headline, Strokes: none, Text: short, supporting, headline, Roboto font, letter-spacing."
../training_data_raw/components_material_design/Filter_Chip_On.svg,"Size: 138x32, Colors: #e8def8, #1e192b, Shapes: rectangle, clipPath, path, Elements: text, clip-path, g, Strokes: none, Text: ""Filter Enabled"", font-family: Roboto, font-size: 14px, font-weight: 500, letter-spacing: 1px, lengthAdjust: spacingAndGlyphs."
../training_data_raw/components_material_design/1_Line_Icon_List.svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, text box, Elements: clipPath, path, text, Strokes: none, Text: ""Headline"", Font: Roboto, Keywords: minimalist, monochromatic, clean, modern, typography, clip-path, viewBox, fill, dominant-baseline, letter-spacing."
../training_data_raw/components_material_design/Image_Elevated_Card.svg,"Size: 280x190, Colors: #fffbfe, #6750a4, #c4c7c5, Shapes: rectangle, path, Text: subhead, headline, Elements: image, clipPath, filter, strokes: none."
../training_data_raw/components_material_design/Checkbox_[selected_disabled].svg,"Size: 18.00
Colors: #1.00c1.00b1.00f, #fffbfe
Shapes: Rect, Path
Elements: Checkbox, ClipPath, SVG
Strokes: None
Text: None
Attributes: rx, opacity, fill, viewBox, clip-path, d"
../training_data_raw/components_material_design/Elevated_Filter_Chip_On.svg,"Size: 135x32, Colors: #e8def8, #6750a4, #1e192b, Shapes: rectangle, path, text, Elements: clipPath, filter, feFlood, feColorMatrix, feOffset, feGaussianBlur, feBlend, Strokes: none, Text: ""Filter Enabled"", Font: Roboto, Font-weight: 500, Font-size: 14px."
../training_data_raw/components_material_design/Full-screen_Dialog.svg,"Full-screen, dialog, entire screen, actions, tasks, series, headline, text, colors, shapes."
../training_data_raw/components_material_design/2_Lines_Img_List_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #e7.00e0.00ec, #c4.00c7.00c5.00, #1.00c1.00b1.00f, #49454.00e, Shapes: lines, circles, rectangle, Elements: text, strokes, Text: Headline, Short supporting text."
../training_data_raw/components_material_design/Icon_Button_Standard_Toggle_[Selected].svg,"Size: 48.00
Colors: #6750.00a4.00
Shapes: path
Elements: toggle button, icon
Strokes: none
Text: none"
../training_data_raw/components_material_design/1_Line_Video_List_+_Control_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, #e7.00e0.00ec, #c4.00c7.00c5.00, #49454.00e, Shapes: rectangle, ellipse, path, text, Elements: video control, headline, Strokes: 4.00, Text: Roboto, 16.00px, 10+ facts."
